usuario_id,faixa_etaria
e97c818c-ece2-4133-a79d-531dbb45c348,18-24
e97ed101-6ad9-4c4d-a7f2-59d661e4255c,35-44
e9ab5c8b-fab7-41ba-95f1-93998d3df4ca,18-24
e9c51ef4-f88f-4314-a3a3-199e9799f8be,55+
e9dcedb2-c43c-4e7c-b498-876b40e52e7f,25-34
e9f6cb48-df0a-43e2-8625-9432dd2dfa3b,25-34
ea014380-709a-48e7-b7f1-4d4bf2d34f82,45-54
ea41813f-db55-4170-af47-0601fa2380f3,25-34
ea6ad755-2c3b-4604-ae85-2e9bfd0e95e9,35-44
ea879d90-1d62-4dfd-9924-26f58a3bdd36,25-34
eae58579-7fa8-421e-815e-79cfca193bde,35-44
eb6b21c8-865e-48cc-a76a-648850ab8a6f,35-44
ebae7007-670d-4de6-a71d-022677761bc5,35-44
ebc44054-e401-443e-a2d0-2f6bb40a08d0,45-54
ec1959ba-a697-4e6b-9d73-b3947fdbd6ef,25-34
ecebb6f8-34f9-42c4-9f8b-42633f0608ab,18-24
ed198675-05d8-49ca-9124-eb8fc440152d,18-24
ed727cfb-b71e-4be2-a0e4-643e1a9a0ae9,25-34
ed99d504-ce6a-4045-bc94-ea25df804d78,55+
edb89076-7a35-4687-a9c6-8b74ab21db7c,55+
ee17c97f-ffe4-477c-84af-edae646a85a9,45-54
ee241a4f-e0ac-4d42-b23c-9ea97507b9c1,25-34
ef291689-cb36-4532-aa21-43ed811ca33d,55+
ef391c4e-27b6-42a8-98ea-24535ccf63ec,45-54
efa9d586-0f9c-4fbd-8989-b7814db8c665,25-34
efb156b3-2e14-4ff3-a434-f1be299409a8,45-54
efde9bbd-9e49-4504-a29e-3982ceda78d1,55+
f00e4dd0-9318-494c-ba57-28a8cbb11d8b,25-34
f028f84b-4b13-40ec-859a-e152dbd4355e,25-34
f04a785d-6ad9-4c8f-9a72-0f2ba57cc619,45-54
f081b639-9f96-415a-b139-a37336b25350,25-34
f0859cf0-30f1-4d48-991a-0ad32963e093,35-44
f0e32078-1eb0-49ff-81b9-2bee5b6de089,35-44
f0eab840-fcb5-44bb-8924-dff09244258e,35-44
f0eab941-3e62-46ba-ad67-ccc5a4538e88,45-54
f141a689-5a31-4341-862b-c1c48d2c00fb,55+
f151416a-3adb-4915-b107-56bd3e0c86d0,55+
f16f6ece-3860-4a9a-849d-2cf4e61d3d1f,55+
f1b65a56-3cc0-42c9-a4fb-0b694605bdab,45-54
f1ede284-8cb0-46d3-9323-f59996906de3,45-54
f260dbec-ad52-4e45-b8ac-513a3c5042d2,18-24
f26d46bc-5824-49c5-99ef-c46e6fbde397,35-44
f26f348c-72b2-4ecb-89df-9abd5d88d86d,45-54
f2a685fc-681e-4e17-90d7-552cbef9c236,55+
f3326a46-28aa-4c01-842b-5ebda591a0a3,45-54
f3461576-32d0-4bcf-8733-246a3157e369,25-34
f3b49859-3d78-427f-80bb-f94793c46c9b,18-24
f3d581be-b4d1-446b-9847-24d9bb03345d,55+
f3ff04e0-96b4-4645-bf57-3b218dae8ce2,45-54
f44548b4-3572-4cc2-9739-3519b7465d41,25-34
f44ba4cf-760e-440e-a434-1ab908b0b869,35-44
f48d8f3b-f868-4b00-9fc9-39f53b293200,55+
f4fdfa9d-cd2b-480f-866f-1355b90e63eb,55+
f50827de-e77d-4050-8df5-a62846c08045,18-24
f527ebb4-b9fd-42a7-b7c3-37bf8b62699d,25-34
f545eba3-0066-487d-b84a-162e7a496d4e,18-24
f55b35ce-29b4-4257-850e-590068553a23,25-34
f563e876-6cae-40ff-8f43-ad6a1e87a2ae,45-54
f620843c-013d-49fc-a130-b64867d32486,18-24
f63021bd-e1da-4e7e-ba78-8329ebfc51fc,55+
f66adb34-b5a8-4ee5-87a4-fb7d75631b7a,55+
f670a534-1263-40ef-ae8c-ca58a4646fc0,25-34
f68fcb66-483e-450d-9439-4ee56a1a742f,55+
f6cdb578-9ef5-4eb5-be0b-35a0bb23412c,18-24
f6e8f74a-7a27-43eb-bd5c-180c13c5a404,18-24
f6f55f0d-d6af-4319-b474-18eaf5063a33,25-34
f700dd0c-0821-4ff7-8a47-f095b6cb14f0,45-54
f74af2b4-90c1-49ad-a970-fc44c0c7f645,25-34
f76a1c50-7da8-4bad-ac69-9300d367fcf5,35-44
f7bd607a-0311-481e-9da9-c5f86bef8660,45-54
f7c5d8e4-ff88-47f6-a9a4-3dcf55c33543,45-54
f7de910d-3788-4f2c-a616-2c02bb6a4714,45-54
f83e505f-16e1-49b1-98e5-44fbe3dc2740,18-24
f8571d7f-d0ea-41f2-b4c7-a116ba115224,35-44
f85b5046-cab7-4413-a2c0-735895163712,35-44
f85be8ab-1077-4758-9ac2-1ef120477ba3,55+
f8a199f2-4de5-4d47-a30c-ce5e88dcc365,35-44
f91924b0-fc7d-4bc7-89a6-eb0699533c9c,35-44
f94ef74f-66f1-4ea8-9ce2-4dbddbd8fcd0,45-54
fa0094eb-364f-4f1f-8ca0-999e64239f41,18-24
faa25b15-8d36-400d-a841-fba54f7243d7,45-54
fb323aa9-c77a-4169-a54b-d26938929892,18-24
fb616390-331b-40a9-9161-332e2ace06f7,45-54
fb779438-5687-489d-85e5-3c733913932e,18-24
fbe39bc9-1144-4720-92b8-acc957637fb1,55+
fc776fce-86f5-4356-a47b-030700ab9122,55+
fcdf2fad-3513-46ad-a211-a12c649b58b0,25-34
fced66f5-0cf2-494b-bb85-dfa5d17cabd5,25-34
fd2224ac-4825-492e-b485-d3e0cb201680,18-24
fd7cec9c-9d21-4e45-885f-02b227daa186,35-44
fde2a59f-080b-4c76-9d75-2568c54cbaff,18-24
fe05a9c0-6442-440a-8b43-60ed5e48446b,18-24
fe40bf78-18d6-4716-be21-dab339ba92cb,25-34
fed94969-6163-4827-9c4f-595bea3cc677,35-44
fedea278-2e3e-48c7-a5e1-5af58251bf79,25-34
ffc9ac4e-8534-4f2d-9491-a3492eedc386,55+
ffcf2f35-4344-49b9-b491-68470ac17f4f,45-54
